gse_accession	gpl_accession	feature_id	gene	entrez_gene_id
GSE120717	GPL13158	210189_PM_at	HSPA1L	3305
GSE120717	GPL13158	210190_PM_at	STX11	8676
GSE120717	GPL13158	210191_PM_s_at	PHTF1	10745
GSE120717	GPL13158	210192_PM_at	ATP8A1	10396
GSE120717	GPL13158	210193_PM_at	MOBP	4336
GSE120717	GPL13158	210194_PM_at	PLA2R1	22925
GSE120717	GPL13158	210195_PM_s_at	PSG1	5669
GSE120717	GPL13158	210196_PM_s_at	PSG1	5669
GSE120717	GPL13158	210197_PM_at	ITPK1	3705
GSE120717	GPL13158	210198_PM_s_at	PLP1	5354
GSE120717	GPL13158	210199_PM_at	CRYAA	1409
GSE120717	GPL13158	210200_PM_at	WWP2	11060
GSE120717	GPL13158	210201_PM_x_at	BIN1	274
GSE120717	GPL13158	210202_PM_s_at	BIN1	274
GSE120717	GPL13158	210203_PM_at	CNOT4	4850
GSE120717	GPL13158	210204_PM_s_at	CNOT4	4850
GSE120717	GPL13158	210205_PM_at	B3GALT4	8705
GSE120717	GPL13158	210206_PM_s_at	DDX11	1663
GSE120717	GPL13158	210208_PM_x_at	BAT3	7917
GSE120717	GPL13158	210210_PM_at	MPZL1	9019
GSE120717	GPL13158	210211_PM_s_at	HSP90AA1	3320
GSE120717	GPL13158	210212_PM_x_at	MTCP1NB	100272147
GSE120717	GPL13158	210213_PM_s_at	EIF6	3692
GSE120717	GPL13158	210214_PM_s_at	BMPR2	659
GSE120717	GPL13158	210215_PM_at	TFR2	7036
GSE120717	GPL13158	210216_PM_x_at	RAD1	5810
GSE120717	GPL13158	210218_PM_s_at	SP100	6672
GSE120717	GPL13158	210219_PM_at	SP100	6672
GSE120717	GPL13158	210220_PM_at	FZD2	2535
GSE120717	GPL13158	210221_PM_at	CHRNA3	1136
GSE120717	GPL13158	210222_PM_s_at	RTN1	6252
GSE120717	GPL13158	210223_PM_s_at	MR1	3140
GSE120717	GPL13158	210224_PM_at	MR1	3140
GSE120717	GPL13158	210225_PM_x_at	LILRB3	11025
GSE120717	GPL13158	210226_PM_at	NR4A1	3164
GSE120717	GPL13158	210227_PM_at	DLGAP2	9228
GSE120717	GPL13158	210228_PM_at	CSF2	1437
GSE120717	GPL13158	210229_PM_s_at	CSF2	1437
GSE120717	GPL13158	210231_PM_x_at	SET	6418
GSE120717	GPL13158	210232_PM_at	CDC42	998
GSE120717	GPL13158	210233_PM_at	IL1RAP	3556
GSE120717	GPL13158	210234_PM_at	GRM4	2914
GSE120717	GPL13158	210235_PM_s_at	PPFIA1	8500
GSE120717	GPL13158	210236_PM_at	PPFIA1	8500
GSE120717	GPL13158	210237_PM_at	ARTN	9048
GSE120717	GPL13158	210239_PM_at	IRX5	10265
GSE120717	GPL13158	210240_PM_s_at	CDKN2D	1032
GSE120717	GPL13158	210241_PM_s_at	TP53TG1	11257
GSE120717	GPL13158	210242_PM_x_at	ST20	400410
GSE120717	GPL13158	210243_PM_s_at	B4GALT3	8703
GSE120717	GPL13158	210244_PM_at	CAMP	820
GSE120717	GPL13158	210245_PM_at	ABCC8	6833
GSE120717	GPL13158	210246_PM_s_at	ABCC8	6833
GSE120717	GPL13158	210247_PM_at	SYN2	6854
GSE120717	GPL13158	210248_PM_at	WNT7A	7476
GSE120717	GPL13158	210249_PM_s_at	NCOA1	8648
GSE120717	GPL13158	210250_PM_x_at	ADSL	158
GSE120717	GPL13158	210251_PM_s_at	RUFY3	22902
GSE120717	GPL13158	210252_PM_s_at	MADD	8567
GSE120717	GPL13158	210253_PM_at	HTATIP2	10553
GSE120717	GPL13158	210254_PM_at	MS4A3	932
GSE120717	GPL13158	210255_PM_at	RAD51L1	5890
GSE120717	GPL13158	210256_PM_s_at	PIP5K1A	8394
GSE120717	GPL13158	210257_PM_x_at	CUL4B	8450
GSE120717	GPL13158	210258_PM_at	RGS13	6003
GSE120717	GPL13158	210259_PM_s_at	DLX4	1748
GSE120717	GPL13158	210260_PM_s_at	TNFAIP8	25816
GSE120717	GPL13158	210261_PM_at	KCNK2	3776
GSE120717	GPL13158	210262_PM_at	CRISP2	7180
GSE120717	GPL13158	210263_PM_at	KCNF1	3754
GSE120717	GPL13158	210264_PM_at	GPR35	2859
GSE120717	GPL13158	210265_PM_x_at	POU5F1P3	642559
GSE120717	GPL13158	210266_PM_s_at	TRIM33	51592
GSE120717	GPL13158	210267_PM_at	NIPAL3	57185
GSE120717	GPL13158	210268_PM_at	NFX1	4799
GSE120717	GPL13158	210269_PM_s_at	SFRS17A	8227
GSE120717	GPL13158	210270_PM_at	RGS6	9628
GSE120717	GPL13158	210271_PM_at	NEUROD2	4761
GSE120717	GPL13158	210272_PM_at	CYP2B7P1	1556
GSE120717	GPL13158	210273_PM_at	PCDH7	5099
GSE120717	GPL13158	210274_PM_at	MAGEA8	4107
GSE120717	GPL13158	210275_PM_s_at	ZFAND5	7763
GSE120717	GPL13158	210276_PM_s_at	NOL12 /// TRIOBP	11078 /// 79159
GSE120717	GPL13158	210277_PM_at	AP4S1	11154
GSE120717	GPL13158	210278_PM_s_at	AP4S1	11154
GSE120717	GPL13158	210279_PM_at	GPR18	2841
GSE120717	GPL13158	210280_PM_at	MPZ	4359
GSE120717	GPL13158	210281_PM_s_at	ZMYM2	7750
GSE120717	GPL13158	210282_PM_at	ZMYM2	7750
GSE120717	GPL13158	210283_PM_x_at	LOC645139 /// PAIP1	10605 /// 645139
GSE120717	GPL13158	210284_PM_s_at	TAB2	23118
GSE120717	GPL13158	210285_PM_x_at	WTAP	9589
GSE120717	GPL13158	210286_PM_s_at	SLC4A7	9497
GSE120717	GPL13158	210287_PM_s_at	FLT1	2321
GSE120717	GPL13158	210288_PM_at	KLRG1	10219
GSE120717	GPL13158	210289_PM_at	NAT8	9027
GSE120717	GPL13158	210290_PM_at	ZNF174	7727
GSE120717	GPL13158	210291_PM_s_at	ZNF174	7727
GSE120717	GPL13158	210292_PM_s_at	PCDH11X /// PCDH11Y	27328 /// 83259
GSE120717	GPL13158	210293_PM_s_at	SEC23B	10483
GSE120717	GPL13158	210294_PM_at	TAPBP	6892
GSE120717	GPL13158	210295_PM_at	MAGEA10	4109
GSE120717	GPL13158	210296_PM_s_at	PEX2	5828
GSE120717	GPL13158	210297_PM_s_at	MSMB	4477
GSE120717	GPL13158	210298_PM_x_at	FHL1	2273
GSE120717	GPL13158	210299_PM_s_at	FHL1	2273
GSE120717	GPL13158	210300_PM_at	REM1	28954
GSE120717	GPL13158	210301_PM_at	XDH	7498
GSE120717	GPL13158	210302_PM_s_at	MAB21L2	10586
GSE120717	GPL13158	210303_PM_at	MAB21L2	10586
GSE120717	GPL13158	210304_PM_at	PDE6B	5158
GSE120717	GPL13158	210305_PM_at	PDE4DIP	9659
GSE120717	GPL13158	210306_PM_at	L3MBTL	26013
GSE120717	GPL13158	210307_PM_s_at	KLHL25	64410
GSE120717	GPL13158	210309_PM_at	RECQL5	9400
GSE120717	GPL13158	210310_PM_s_at	FGF5	2250
GSE120717	GPL13158	210311_PM_at	FGF5	2250
GSE120717	GPL13158	210312_PM_s_at	IFT20	90410
GSE120717	GPL13158	210313_PM_at	LILRA4	23547
GSE120717	GPL13158	210314_PM_x_at	TNFSF13	8741
GSE120717	GPL13158	210315_PM_at	SYN2	6854
GSE120717	GPL13158	210316_PM_at	FLT4	2324
GSE120717	GPL13158	210317_PM_s_at	YWHAE	7531
GSE120717	GPL13158	210318_PM_at	RBP3	5949
GSE120717	GPL13158	210319_PM_x_at	MSX2	4488
GSE120717	GPL13158	210320_PM_s_at	DDX52	11056
GSE120717	GPL13158	210321_PM_at	GZMH	2999
GSE120717	GPL13158	210322_PM_x_at	UTY	7404
GSE120717	GPL13158	210323_PM_at	TEKT2	27285
GSE120717	GPL13158	210324_PM_at	C8G	733
GSE120717	GPL13158	210325_PM_at	CD1A	909
GSE120717	GPL13158	210326_PM_at	AGXT	189
GSE120717	GPL13158	210327_PM_s_at	AGXT	189
GSE120717	GPL13158	210328_PM_at	GNMT	27232
GSE120717	GPL13158	210329_PM_s_at	SGCD	6444
GSE120717	GPL13158	210330_PM_at	SGCD	6444
GSE120717	GPL13158	210331_PM_at	HECW1	23072
GSE120717	GPL13158	210332_PM_at	LOC100287322	100287322
GSE120717	GPL13158	210333_PM_at	NR5A1	2516
GSE120717	GPL13158	210334_PM_x_at	BIRC5	332
GSE120717	GPL13158	210335_PM_at	RASSF9	9182
GSE120717	GPL13158	210336_PM_x_at	MZF1	7593
GSE120717	GPL13158	210337_PM_s_at	ACLY	47
GSE120717	GPL13158	210338_PM_s_at	HSPA8	3312
GSE120717	GPL13158	210339_PM_s_at	KLK2	3817
GSE120717	GPL13158	210340_PM_s_at	CSF2RA	1438
GSE120717	GPL13158	210341_PM_at	MYT1	4661
GSE120717	GPL13158	210342_PM_s_at	TPO	7173
GSE120717	GPL13158	210343_PM_s_at	SLC22A6	9356
GSE120717	GPL13158	210344_PM_at	OSBPL7	114881
GSE120717	GPL13158	210345_PM_s_at	DNAH9	1770
GSE120717	GPL13158	210346_PM_s_at	CLK4	57396
GSE120717	GPL13158	210347_PM_s_at	BCL11A	53335
GSE120717	GPL13158	210348_PM_at	SEPT4	5414
GSE120717	GPL13158	210349_PM_at	CAMK4	814
GSE120717	GPL13158	210350_PM_x_at	ING1	3621
GSE120717	GPL13158	210352_PM_at	BRD8	10902
GSE120717	GPL13158	210353_PM_s_at	SLC6A2	6530
GSE120717	GPL13158	210354_PM_at	IFNG	3458
GSE120717	GPL13158	210355_PM_at	PTHLH	5744
GSE120717	GPL13158	210356_PM_x_at	MS4A1	931
GSE120717	GPL13158	210357_PM_s_at	SMOX	54498
GSE120717	GPL13158	210358_PM_x_at	GATA2	2624
GSE120717	GPL13158	210359_PM_at	MTSS1	9788
GSE120717	GPL13158	210360_PM_s_at	MTSS1	9788
GSE120717	GPL13158	210361_PM_s_at	ELF2	1998
GSE120717	GPL13158	210362_PM_x_at	PML	5371
GSE120717	GPL13158	210363_PM_s_at	SCN2B	6327
GSE120717	GPL13158	210364_PM_at	SCN2B	6327
GSE120717	GPL13158	210365_PM_at	RUNX1	861
GSE120717	GPL13158	210366_PM_at	SLCO1B1	10599
GSE120717	GPL13158	210367_PM_s_at	PTGES	9536
GSE120717	GPL13158	210368_PM_at	PCDHGA8	9708
GSE120717	GPL13158	210369_PM_at	SWAP70	23075
GSE120717	GPL13158	210370_PM_s_at	LY9	4063
GSE120717	GPL13158	210371_PM_s_at	RBBP4	5928
GSE120717	GPL13158	210372_PM_s_at	TPD52L1	7164
GSE120717	GPL13158	210373_PM_at	NPRL2	10641
GSE120717	GPL13158	210374_PM_x_at	PTGER3	5733
GSE120717	GPL13158	210375_PM_at	PTGER3	5733
GSE120717	GPL13158	210376_PM_x_at	ELK1	2002
GSE120717	GPL13158	210377_PM_at	ACSM3	6296
GSE120717	GPL13158	210378_PM_s_at	SSNA1	8636
GSE120717	GPL13158	210379_PM_s_at	TLK1	9874
GSE120717	GPL13158	210380_PM_s_at	CACNA1G	8913
GSE120717	GPL13158	210381_PM_s_at	CCKBR	887
GSE120717	GPL13158	210382_PM_at	SCTR	6344
GSE120717	GPL13158	210383_PM_at	SCN1A	6323
GSE120717	GPL13158	210384_PM_at	PRMT2	3275
GSE120717	GPL13158	210385_PM_s_at	ERAP1	51752
GSE120717	GPL13158	210386_PM_s_at	MTX1	4580
GSE120717	GPL13158	210387_PM_at	HIST1H2BG	8339
GSE120717	GPL13158	210388_PM_at	PLCB2	5330
GSE120717	GPL13158	210389_PM_x_at	TUBD1	51174
GSE120717	GPL13158	210390_PM_s_at	CCL14-CCL15 /// CCL15	348249 /// 6359
GSE120717	GPL13158	210391_PM_at	NR6A1	2649
GSE120717	GPL13158	210392_PM_x_at	NR6A1	2649
GSE120717	GPL13158	210393_PM_at	LGR5	8549
GSE120717	GPL13158	210394_PM_x_at	SSX4 /// SSX4B	548313 /// 6759
GSE120717	GPL13158	210395_PM_x_at	MYL4	4635
GSE120717	GPL13158	210396_PM_s_at	BOLA2 /// LOC440354 /// LOC595101	440354 /// 552900 /// 595101
GSE120717	GPL13158	210397_PM_at	DEFB1	1672
GSE120717	GPL13158	210398_PM_x_at	FUT6	2528
GSE120717	GPL13158	210399_PM_x_at	FUT6	2528
GSE120717	GPL13158	210400_PM_at	GRIN2C	2905
GSE120717	GPL13158	210401_PM_at	P2RX1	5023
GSE120717	GPL13158	210402_PM_at	KCNJ1	3758
GSE120717	GPL13158	210403_PM_s_at	KCNJ1	3758
GSE120717	GPL13158	210404_PM_x_at	CAMK2B	816
GSE120717	GPL13158	210405_PM_x_at	TNFRSF10B	8795
GSE120717	GPL13158	210406_PM_s_at	RAB6A /// RAB6C	5870 /// 84084
GSE120717	GPL13158	210407_PM_at	PPM1A	5494
GSE120717	GPL13158	210408_PM_s_at	CPNE6	9362
GSE120717	GPL13158	210409_PM_at	C6orf124	653483
GSE120717	GPL13158	210410_PM_s_at	C6orf26 /// MSH5	401251 /// 4439
GSE120717	GPL13158	210411_PM_s_at	GRIN2B	2904
GSE120717	GPL13158	210412_PM_at	GRIN2B	2904
GSE120717	GPL13158	210413_PM_x_at	SERPINB4	6318
GSE120717	GPL13158	210414_PM_at	FLRT1	23769
GSE120717	GPL13158	210415_PM_s_at	ODF2	4957
GSE120717	GPL13158	210416_PM_s_at	CHEK2	11200
GSE120717	GPL13158	210417_PM_s_at	PI4KB	5298
GSE120717	GPL13158	210418_PM_s_at	IDH3B	3420
GSE120717	GPL13158	210419_PM_at	BARX2	8538
GSE120717	GPL13158	210420_PM_at	SLC24A1	9187
GSE120717	GPL13158	210421_PM_s_at	SLC24A1	9187
GSE120717	GPL13158	210422_PM_x_at	SLC11A1	6556
GSE120717	GPL13158	210423_PM_s_at	SLC11A1	6556
GSE120717	GPL13158	210424_PM_s_at	GOLGA8A /// GOLGA8B	23015 /// 440270
GSE120717	GPL13158	210425_PM_x_at	GOLGA8A /// GOLGA8B	23015 /// 440270
GSE120717	GPL13158	210426_PM_x_at	RORA	6095
GSE120717	GPL13158	210427_PM_x_at	ANXA2	302
GSE120717	GPL13158	210428_PM_s_at	HGS	9146
GSE120717	GPL13158	210429_PM_at	RHD	6007
GSE120717	GPL13158	210430_PM_x_at	RHD	6007
GSE120717	GPL13158	210431_PM_at	ALPPL2	251
GSE120717	GPL13158	210432_PM_s_at	SCN3A	6328
GSE120717	GPL13158	210433_PM_at	POFUT1	23509
GSE120717	GPL13158	210434_PM_x_at	JTB	10899
GSE120717	GPL13158	210435_PM_at	ARL17A /// ARL17B	51326 /// 641522
GSE120717	GPL13158	210436_PM_at	CCT8	10694
GSE120717	GPL13158	210437_PM_at	MAGEA9 /// MAGEA9B	4108 /// 728269
GSE120717	GPL13158	210438_PM_x_at	TROVE2	6738
GSE120717	GPL13158	210439_PM_at	ICOS	29851
GSE120717	GPL13158	210440_PM_s_at	CDC14A	8556
GSE120717	GPL13158	210441_PM_at	CDC14A	8556
GSE120717	GPL13158	210442_PM_at	IL1RL1	9173
GSE120717	GPL13158	210443_PM_x_at	OGFR	11054
GSE120717	GPL13158	210444_PM_at	NPY6R	4888
GSE120717	GPL13158	210445_PM_at	FABP6	2172
GSE120717	GPL13158	210446_PM_at	GATA1	2623
GSE120717	GPL13158	210447_PM_at	GLUD2	2747
GSE120717	GPL13158	210448_PM_s_at	P2RX5	5026
GSE120717	GPL13158	210449_PM_x_at	MAPK14	1432
GSE120717	GPL13158	210450_PM_at	LOC90925	90925
GSE120717	GPL13158	210451_PM_at	PKLR	5313
GSE120717	GPL13158	210452_PM_x_at	CYP4F2	8529
GSE120717	GPL13158	210453_PM_x_at	ATP5L	10632
GSE120717	GPL13158	210454_PM_s_at	KCNJ6	3763
GSE120717	GPL13158	210455_PM_at	C10orf28	27291
GSE120717	GPL13158	210456_PM_at	PCYT1B	9468
GSE120717	GPL13158	210457_PM_x_at	HMGA1	3159
GSE120717	GPL13158	210458_PM_s_at	TANK	10010
GSE120717	GPL13158	210459_PM_at	PSMD4	5710
GSE120717	GPL13158	210460_PM_s_at	PSMD4	5710
GSE120717	GPL13158	210461_PM_s_at	ABLIM1	3983
GSE120717	GPL13158	210462_PM_at	BLZF1	8548
GSE120717	GPL13158	210463_PM_x_at	TRMT1	55621
GSE120717	GPL13158	210464_PM_at	C8orf71	26138
GSE120717	GPL13158	210465_PM_s_at	SNAPC3	6619
GSE120717	GPL13158	210466_PM_s_at	SERBP1	26135
GSE120717	GPL13158	210467_PM_x_at	MAGEA12	4111
GSE120717	GPL13158	210469_PM_at	DLG5	9231
GSE120717	GPL13158	210470_PM_x_at	NONO	4841
GSE120717	GPL13158	210471_PM_s_at	KCNAB1	7881
GSE120717	GPL13158	210472_PM_at	MT1G	4495
GSE120717	GPL13158	210473_PM_s_at	GPR125	166647
GSE120717	GPL13158	210474_PM_s_at	CDK11A /// CDK11B	728642 /// 984
GSE120717	GPL13158	210475_PM_at	POU3F1	5453
GSE120717	GPL13158	210476_PM_s_at	PRLR	5618
GSE120717	GPL13158	210477_PM_x_at	MAPK8	5599
GSE120717	GPL13158	210479_PM_s_at	RORA	6095
GSE120717	GPL13158	210480_PM_s_at	MYO6	4646
GSE120717	GPL13158	210481_PM_s_at	CLEC4M	10332
GSE120717	GPL13158	210482_PM_x_at	MAP2K5	5607
GSE120717	GPL13158	210483_PM_at	MGC31957	254896
GSE120717	GPL13158	210484_PM_s_at	MGC31957 /// TNFRSF10C	254896 /// 8794
GSE120717	GPL13158	210486_PM_at	ANKMY1	51281
GSE120717	GPL13158	210487_PM_at	DNTT	1791
GSE120717	GPL13158	210492_PM_at	MFAP3L	9848
GSE120717	GPL13158	210493_PM_s_at	MFAP3L	9848
GSE120717	GPL13158	210495_PM_x_at	FN1	2335
GSE120717	GPL13158	210496_PM_at	NAG18	57051
GSE120717	GPL13158	210497_PM_x_at	SSX2 /// SSX2B	6757 /// 727837
GSE120717	GPL13158	210498_PM_at	CLTC	1213
GSE120717	GPL13158	210499_PM_s_at	PQBP1	10084
GSE120717	GPL13158	210501_PM_x_at	EIF3K	27335
GSE120717	GPL13158	210502_PM_s_at	PPIE	10450
GSE120717	GPL13158	210503_PM_at	MAGEA11	4110
GSE120717	GPL13158	210504_PM_at	KLF1	10661
GSE120717	GPL13158	210505_PM_at	ADH7	131
GSE120717	GPL13158	210506_PM_at	FUT7	2529
GSE120717	GPL13158	210507_PM_s_at	AVIL	10677
GSE120717	GPL13158	210508_PM_s_at	KCNQ2	3785
GSE120717	GPL13158	210510_PM_s_at	NRP1	8829
GSE120717	GPL13158	210511_PM_s_at	INHBA	3624
GSE120717	GPL13158	210512_PM_s_at	VEGFA	7422
GSE120717	GPL13158	210513_PM_s_at	VEGFA	7422
GSE120717	GPL13158	210514_PM_x_at	HLA-G	3135
GSE120717	GPL13158	210515_PM_at	HNF1A	6927
GSE120717	GPL13158	210516_PM_at	FAM120A	23196
GSE120717	GPL13158	210517_PM_s_at	AKAP12	9590
GSE120717	GPL13158	210518_PM_at	CDH8	1006
GSE120717	GPL13158	210519_PM_s_at	NQO1	1728
GSE120717	GPL13158	210520_PM_at	FETUB	26998
GSE120717	GPL13158	210521_PM_s_at	FETUB	26998
GSE120717	GPL13158	210523_PM_at	BMPR1B	658
GSE120717	GPL13158	210525_PM_x_at	C14orf143	90141
GSE120717	GPL13158	210527_PM_x_at	TUBA3C	7278
GSE120717	GPL13158	210528_PM_at	MR1	3140
GSE120717	GPL13158	210529_PM_s_at	FAM115A	9747
GSE120717	GPL13158	210530_PM_s_at	NR2C1	7181
GSE120717	GPL13158	210531_PM_at	NR2C1	7181
GSE120717	GPL13158	210532_PM_s_at	C14orf2	9556
GSE120717	GPL13158	210533_PM_at	MSH4	4438
GSE120717	GPL13158	210534_PM_s_at	B9D1	27077
GSE120717	GPL13158	210535_PM_at	B9D1	27077
GSE120717	GPL13158	210536_PM_s_at	SPAM1	6677
GSE120717	GPL13158	210537_PM_s_at	TADA2A	6871
GSE120717	GPL13158	210538_PM_s_at	BIRC3	330
GSE120717	GPL13158	210539_PM_at	TTLL5	23093
GSE120717	GPL13158	210540_PM_s_at	B4GALT4	8702
GSE120717	GPL13158	210541_PM_s_at	TRIM27	5987
GSE120717	GPL13158	210542_PM_s_at	SLCO3A1	28232
GSE120717	GPL13158	210543_PM_s_at	PRKDC	5591
GSE120717	GPL13158	210544_PM_s_at	ALDH3A2	224
GSE120717	GPL13158	210545_PM_at	ITSN2	50618
GSE120717	GPL13158	210546_PM_x_at	CTAG1A /// CTAG1B	1485 /// 246100
GSE120717	GPL13158	210547_PM_x_at	ICA1	3382
GSE120717	GPL13158	210548_PM_at	CCL23	6368
GSE120717	GPL13158	210549_PM_s_at	CCL23	6368
GSE120717	GPL13158	210550_PM_s_at	RASGRF1	5923
GSE120717	GPL13158	210551_PM_s_at	ASMT	438
GSE120717	GPL13158	210552_PM_s_at	RALGPS1	9649
GSE120717	GPL13158	210553_PM_x_at	PCSK6	5046
GSE120717	GPL13158	210554_PM_s_at	CTBP2	1488
GSE120717	GPL13158	210555_PM_s_at	NFATC3	4775
GSE120717	GPL13158	210556_PM_at	NFATC3	4775
GSE120717	GPL13158	210557_PM_x_at	CSF1	1435
GSE120717	GPL13158	210558_PM_at	AKR1C4	1109
GSE120717	GPL13158	210559_PM_s_at	CDK1	983
GSE120717	GPL13158	210560_PM_at	GBX2	2637
GSE120717	GPL13158	210561_PM_s_at	WSB1	26118
GSE120717	GPL13158	210562_PM_at	GREB1	9687
GSE120717	GPL13158	210563_PM_x_at	CFLAR	8837
GSE120717	GPL13158	210564_PM_x_at	CFLAR	8837
GSE120717	GPL13158	210565_PM_at	GCGR	2642
GSE120717	GPL13158	210567_PM_s_at	SKP2	6502
GSE120717	GPL13158	210568_PM_s_at	RECQL	5965
GSE120717	GPL13158	210569_PM_s_at	SIGLEC9	27180
GSE120717	GPL13158	210570_PM_x_at	MAPK9	5601
GSE120717	GPL13158	210571_PM_s_at	CMAH	8418
GSE120717	GPL13158	210572_PM_at	PCDHA2	56146
GSE120717	GPL13158	210573_PM_s_at	POLR3C	10623
GSE120717	GPL13158	210574_PM_s_at	NUDC	10726
GSE120717	GPL13158	210575_PM_at	NUDC	10726
GSE120717	GPL13158	210576_PM_at	CYP4F8	11283
GSE120717	GPL13158	210577_PM_at	CASR	846
GSE120717	GPL13158	210578_PM_at	TRIM10	10107
GSE120717	GPL13158	210579_PM_s_at	TRIM10	10107
GSE120717	GPL13158	210580_PM_x_at	SULT1A3 /// SULT1A4	445329 /// 6818
GSE120717	GPL13158	210581_PM_x_at	PATZ1	23598
GSE120717	GPL13158	210582_PM_s_at	LIMK2	3985
GSE120717	GPL13158	210583_PM_at	POLDIP3	84271
GSE120717	GPL13158	210584_PM_s_at	POLDIP3 /// RRP7B	84271 /// 91695
GSE120717	GPL13158	210585_PM_s_at	TNPO2	30000
GSE120717	GPL13158	210586_PM_x_at	RHD	6007
GSE120717	GPL13158	210587_PM_at	INHBE	83729
GSE120717	GPL13158	210588_PM_x_at	HNRNPH3	3189
GSE120717	GPL13158	210589_PM_s_at	GBA /// GBAP1	2629 /// 2630
GSE120717	GPL13158	210592_PM_s_at	SAT1	6303
GSE120717	GPL13158	210593_PM_at	KIAA0913 /// SAT1	23053 /// 6303
GSE120717	GPL13158	210594_PM_x_at	MPZL1	9019
GSE120717	GPL13158	210595_PM_at	ZNF235	9310
GSE120717	GPL13158	210597_PM_x_at	PRB1	5542
GSE120717	GPL13158	210599_PM_at	ZNF614	80110
GSE120717	GPL13158	210600_PM_s_at	GRK4	2868
GSE120717	GPL13158	210601_PM_at	CDH6	1004
GSE120717	GPL13158	210602_PM_s_at	CDH6	1004
GSE120717	GPL13158	210603_PM_at	NAA11	84779
GSE120717	GPL13158	210604_PM_at	GNAT2	2780
GSE120717	GPL13158	210605_PM_s_at	MFGE8	4240
GSE120717	GPL13158	210606_PM_x_at	KLRD1	3824
GSE120717	GPL13158	210607_PM_at	FLT3LG	2323
GSE120717	GPL13158	210608_PM_s_at	FUT2	2524
GSE120717	GPL13158	210609_PM_s_at	TP53I3	9540
GSE120717	GPL13158	210610_PM_at	CEACAM1	634
GSE120717	GPL13158	210611_PM_s_at	DTNA	1837
GSE120717	GPL13158	210612_PM_s_at	SYNJ2	8871
GSE120717	GPL13158	210613_PM_s_at	SYNGR1	9145
GSE120717	GPL13158	210614_PM_at	TTPA	7274
GSE120717	GPL13158	210615_PM_at	NRP1	8829
GSE120717	GPL13158	210616_PM_s_at	SEC31A	22872
GSE120717	GPL13158	210617_PM_at	PHEX	5251
GSE120717	GPL13158	210618_PM_at	RAP1GAP	5909
GSE120717	GPL13158	210619_PM_s_at	HYAL1	3373
GSE120717	GPL13158	210620_PM_s_at	GTF3C2	2976
GSE120717	GPL13158	210621_PM_s_at	RASA1	5921
GSE120717	GPL13158	210622_PM_x_at	CDK10	8558
GSE120717	GPL13158	210623_PM_at	UBXN1	51035
GSE120717	GPL13158	210624_PM_s_at	ILVBL	10994
GSE120717	GPL13158	210625_PM_s_at	AKAP1	8165
GSE120717	GPL13158	210626_PM_at	AKAP1	8165
GSE120717	GPL13158	210627_PM_s_at	MOGS	7841
GSE120717	GPL13158	210628_PM_x_at	LTBP4	8425
GSE120717	GPL13158	210629_PM_x_at	LST1	7940
GSE120717	GPL13158	210630_PM_s_at	RAD52	5893
GSE120717	GPL13158	210631_PM_at	NF1	4763
GSE120717	GPL13158	210632_PM_s_at	SGCA	6442
GSE120717	GPL13158	210633_PM_x_at	KRT10	3858
GSE120717	GPL13158	210634_PM_at	KLHL20	27252
GSE120717	GPL13158	210635_PM_s_at	KLHL20	27252
GSE120717	GPL13158	210636_PM_at	PPARD	5467
GSE120717	GPL13158	210637_PM_at	TACR1	6869
GSE120717	GPL13158	210638_PM_s_at	FBXO9	26268
GSE120717	GPL13158	210639_PM_s_at	ATG5	9474
GSE120717	GPL13158	210640_PM_s_at	GPER	2852
GSE120717	GPL13158	210641_PM_at	CAPN9	10753
GSE120717	GPL13158	210642_PM_at	CCIN	881
GSE120717	GPL13158	210643_PM_at	TNFSF11	8600
GSE120717	GPL13158	210644_PM_s_at	LAIR1	3903
GSE120717	GPL13158	210645_PM_s_at	TTC3	7267
GSE120717	GPL13158	210646_PM_x_at	RPL13A	23521
GSE120717	GPL13158	210647_PM_x_at	PLA2G6	8398
GSE120717	GPL13158	210648_PM_x_at	SNX3	8724
GSE120717	GPL13158	210649_PM_s_at	ARID1A	8289
GSE120717	GPL13158	210650_PM_s_at	PCLO	27445
GSE120717	GPL13158	210651_PM_s_at	EPHB2	2048
GSE120717	GPL13158	210652_PM_s_at	TTC39A	22996
GSE120717	GPL13158	210653_PM_s_at	BCKDHB	594
GSE120717	GPL13158	210654_PM_at	TNFRSF10D	8793
GSE120717	GPL13158	210655_PM_s_at	FOXO3 /// FOXO3B	2309 /// 2310
GSE120717	GPL13158	210656_PM_at	EED	8726
GSE120717	GPL13158	210657_PM_s_at	SEPT4	5414
GSE120717	GPL13158	210658_PM_s_at	GGA2	23062
GSE120717	GPL13158	210659_PM_at	CMKLR1	1240
GSE120717	GPL13158	210660_PM_at	LILRA1	11024
GSE120717	GPL13158	210661_PM_at	GLRA3	8001
GSE120717	GPL13158	210662_PM_at	KYNU	8942
GSE120717	GPL13158	210663_PM_s_at	KYNU	8942
GSE120717	GPL13158	210664_PM_s_at	TFPI	7035
GSE120717	GPL13158	210665_PM_at	TFPI	7035
GSE120717	GPL13158	210666_PM_at	IDS	3423
GSE120717	GPL13158	210667_PM_s_at	C21orf33	8209
GSE120717	GPL13158	210669_PM_at	TFAP2A	7020
GSE120717	GPL13158	210670_PM_at	PPY	5539
GSE120717	GPL13158	210671_PM_x_at	MAPK8	5599
