gse_accession	gpl_accession	feature_id	gene	entrez_gene_id
GSE120717	GPL13158	243270_PM_at	C9orf144B	259308
GSE120717	GPL13158	243276_PM_at	ALS2CL	259173
GSE120717	GPL13158	243277_PM_x_at	MECOM	2122
GSE120717	GPL13158	243278_PM_at	FOXP2	93986
GSE120717	GPL13158	243282_PM_at	CCDC93	54520
GSE120717	GPL13158	243283_PM_at	CROT	54677
GSE120717	GPL13158	243284_PM_at	AAGAB	79719
GSE120717	GPL13158	243285_PM_at	LOC283335	283335
GSE120717	GPL13158	243287_PM_s_at	OSTM1	28962
GSE120717	GPL13158	243288_PM_at	SMYD2	56950
GSE120717	GPL13158	243290_PM_at	WWC1	23286
GSE120717	GPL13158	243292_PM_at	FAM132A	388581
GSE120717	GPL13158	243294_PM_at	ZNF780B	163131
GSE120717	GPL13158	243295_PM_at	RBM27	54439
GSE120717	GPL13158	243296_PM_at	NAMPT	10135
GSE120717	GPL13158	243299_PM_at	VRK2	7444
GSE120717	GPL13158	243301_PM_at	COL22A1	169044
GSE120717	GPL13158	243304_PM_at	LOC286109	286109
GSE120717	GPL13158	243306_PM_s_at	GCC1	79571
GSE120717	GPL13158	243309_PM_at	FLJ27352	145788
GSE120717	GPL13158	243311_PM_at	DEFB132	400830
GSE120717	GPL13158	243312_PM_at	ZNF107	51427
GSE120717	GPL13158	243313_PM_at	SYNPO2L	79933
GSE120717	GPL13158	243316_PM_x_at	VPS26A	9559
GSE120717	GPL13158	243318_PM_at	DCAF8	50717
GSE120717	GPL13158	243323_PM_s_at	ZFHX3	463
GSE120717	GPL13158	243324_PM_x_at	TNPO1	3842
GSE120717	GPL13158	243325_PM_at	GSTK1	373156
GSE120717	GPL13158	243328_PM_at	LOC100288294	100288294
GSE120717	GPL13158	243334_PM_at	CACNA1D	776
GSE120717	GPL13158	243335_PM_at	P4HA1	5033
GSE120717	GPL13158	243336_PM_at	LOC100132292	100132292
GSE120717	GPL13158	243337_PM_at	FREM3	166752
GSE120717	GPL13158	243344_PM_at	LOC100130054	100130054
GSE120717	GPL13158	243345_PM_at	RNF14	9604
GSE120717	GPL13158	243346_PM_at	LMOD3	56203
GSE120717	GPL13158	243349_PM_at	KIAA1324	57535
GSE120717	GPL13158	243351_PM_at	FLJ31485	440119
GSE120717	GPL13158	243352_PM_at	ALPK1	80216
GSE120717	GPL13158	243354_PM_at	HYDIN /// HYDIN2	100288805 /// 54768
GSE120717	GPL13158	243357_PM_at	NEGR1	257194
GSE120717	GPL13158	243358_PM_at	IGF1R	3480
GSE120717	GPL13158	243361_PM_at	SFRS12	140890
GSE120717	GPL13158	243362_PM_s_at	LOC641518	641518
GSE120717	GPL13158	243363_PM_at	LOC641518	641518
GSE120717	GPL13158	243364_PM_at	AUTS2	26053
GSE120717	GPL13158	243365_PM_s_at	AUTS2	26053
GSE120717	GPL13158	243370_PM_at	CAPRIN1	4076
GSE120717	GPL13158	243372_PM_at	HSPD1	3329
GSE120717	GPL13158	243386_PM_at	CASZ1	54897
GSE120717	GPL13158	243387_PM_at	MESP1	55897
GSE120717	GPL13158	243389_PM_at	PRH1	5554
GSE120717	GPL13158	243392_PM_at	USP49	25862
GSE120717	GPL13158	243393_PM_at	C17orf64	124773
GSE120717	GPL13158	243400_PM_x_at	LTBR	4055
GSE120717	GPL13158	243402_PM_at	LOC643406	643406
GSE120717	GPL13158	243403_PM_x_at	CPM	1368
GSE120717	GPL13158	243406_PM_at	TMCO5B	440268
GSE120717	GPL13158	243407_PM_at	MFSD8	256471
GSE120717	GPL13158	243409_PM_at	FOXL1	2300
GSE120717	GPL13158	243412_PM_at	LOC731852	731852
GSE120717	GPL13158	243413_PM_at	TTC30B	150737
GSE120717	GPL13158	243414_PM_at	PPIL2	23759
GSE120717	GPL13158	243417_PM_at	ZADH2	284273
GSE120717	GPL13158	243423_PM_at	TNIP1	10318
GSE120717	GPL13158	243426_PM_at	LOC339290	339290
GSE120717	GPL13158	243428_PM_at	KCNQ1OT1	10984
GSE120717	GPL13158	243430_PM_at	SEZ6	124925
GSE120717	GPL13158	243432_PM_at	LOC642891	642891
GSE120717	GPL13158	243435_PM_at	KCNQ1OT1	10984
GSE120717	GPL13158	243437_PM_at	GCC1	79571
GSE120717	GPL13158	243438_PM_at	PDE7B	27115
GSE120717	GPL13158	243439_PM_at	ZNF418	147686
GSE120717	GPL13158	243444_PM_at	SRD5A3	79644
GSE120717	GPL13158	243445_PM_at	BNC2	54796
GSE120717	GPL13158	243446_PM_at	JUB	84962
GSE120717	GPL13158	243452_PM_at	LOC646778	646778
GSE120717	GPL13158	243456_PM_at	ZNF214	7761
GSE120717	GPL13158	243457_PM_s_at	ZNF214	7761
GSE120717	GPL13158	243463_PM_s_at	RIT1	6016
GSE120717	GPL13158	243468_PM_at	PATE1	160065
GSE120717	GPL13158	243475_PM_at	CBL	867
GSE120717	GPL13158	243476_PM_at	NF1	4763
GSE120717	GPL13158	243477_PM_at	ATG10	83734
GSE120717	GPL13158	243481_PM_at	RHOJ	57381
GSE120717	GPL13158	243483_PM_at	TRPM8	79054
GSE120717	GPL13158	243487_PM_at	AFF4	27125
GSE120717	GPL13158	243492_PM_at	THEM4	117145
GSE120717	GPL13158	243496_PM_at	RAB18	22931
GSE120717	GPL13158	243500_PM_at	CASD1	64921
GSE120717	GPL13158	243501_PM_at	ATP5F1	515
GSE120717	GPL13158	243502_PM_at	GJC1	10052
GSE120717	GPL13158	243505_PM_at	MAP3K3	4215
GSE120717	GPL13158	243506_PM_at	LOC642597	642597
GSE120717	GPL13158	243507_PM_s_at	C20orf196	149840
GSE120717	GPL13158	243508_PM_at	C20orf196	149840
GSE120717	GPL13158	243520_PM_x_at	ADAM30	11085
GSE120717	GPL13158	243521_PM_at	ZXDA	7789
GSE120717	GPL13158	243523_PM_at	IQSEC1	9922
GSE120717	GPL13158	243526_PM_at	WDR86	349136
GSE120717	GPL13158	243529_PM_at	MARS2	92935
GSE120717	GPL13158	243531_PM_at	ORAOV1	220064
GSE120717	GPL13158	243532_PM_at	LNPEP	4012
GSE120717	GPL13158	243534_PM_at	CC2D2B	387707
GSE120717	GPL13158	243536_PM_x_at	LOC100293513	100293513
GSE120717	GPL13158	243539_PM_at	KIAA1841	84542
GSE120717	GPL13158	243541_PM_at	IL31RA	133396
GSE120717	GPL13158	243542_PM_at	PREPL	9581
GSE120717	GPL13158	243544_PM_at	ADH1B	125
GSE120717	GPL13158	243547_PM_at	FLJ39639	283876
GSE120717	GPL13158	243550_PM_at	ZDHHC21	340481
GSE120717	GPL13158	243552_PM_at	MBTD1	54799
GSE120717	GPL13158	243556_PM_at	NGEF	25791
GSE120717	GPL13158	243562_PM_at	KNG1	3827
GSE120717	GPL13158	243564_PM_at	PDE1C	5137
GSE120717	GPL13158	243565_PM_at	CCDC150	284992
GSE120717	GPL13158	243569_PM_at	LOC100287621	100287621
GSE120717	GPL13158	243570_PM_at	SPCS2	9789
GSE120717	GPL13158	243575_PM_at	MAST4	375449
GSE120717	GPL13158	243579_PM_at	MSI2	124540
GSE120717	GPL13158	243580_PM_at	GNA14	9630
GSE120717	GPL13158	243581_PM_at	LOC646470	646470
GSE120717	GPL13158	243582_PM_at	SH3RF2	153769
GSE120717	GPL13158	243585_PM_at	ATP13A5	344905
GSE120717	GPL13158	243589_PM_at	LOC100294337	100294337
GSE120717	GPL13158	243592_PM_at	REV1	51455
GSE120717	GPL13158	243594_PM_x_at	SPIRE2	84501
GSE120717	GPL13158	243595_PM_at	SHB	6461
GSE120717	GPL13158	243597_PM_at	FANCB	2187
GSE120717	GPL13158	243600_PM_at	C19orf20	91978
GSE120717	GPL13158	243601_PM_at	LOC285957	285957
GSE120717	GPL13158	243602_PM_at	MGC40069	348035
GSE120717	GPL13158	243606_PM_at	FAM55C	91775
GSE120717	GPL13158	243608_PM_at	COG2	22796
GSE120717	GPL13158	243609_PM_at	CYP3A7	1551
GSE120717	GPL13158	243610_PM_at	C9orf135	138255
GSE120717	GPL13158	243611_PM_at	MICALCL	84953
GSE120717	GPL13158	243612_PM_at	NSD1	64324
GSE120717	GPL13158	243613_PM_at	DENND5B	160518
GSE120717	GPL13158	243614_PM_s_at	PRODH2	58510
GSE120717	GPL13158	243617_PM_at	ZNF827	152485
GSE120717	GPL13158	243618_PM_s_at	ZNF827	152485
GSE120717	GPL13158	243619_PM_at	FGFR1OP2	26127
GSE120717	GPL13158	243621_PM_at	SPACA3	124912
GSE120717	GPL13158	243622_PM_at	LOC145694	145694
GSE120717	GPL13158	243623_PM_at	SLC1A7	6512
GSE120717	GPL13158	243624_PM_at	PIAS2	9063
GSE120717	GPL13158	243628_PM_at	COPS7B	64708
GSE120717	GPL13158	243629_PM_x_at	MFI2	4241
GSE120717	GPL13158	243630_PM_at	NDUFB1	4707
GSE120717	GPL13158	243631_PM_at	MPHOSPH8	54737
GSE120717	GPL13158	243643_PM_x_at	SLC30A6	55676
GSE120717	GPL13158	243645_PM_at	NFASC	23114
GSE120717	GPL13158	243648_PM_at	ZBED6	100381270
GSE120717	GPL13158	243649_PM_at	FBXO7	25793
GSE120717	GPL13158	243650_PM_at	PLEKHH2	130271
GSE120717	GPL13158	243651_PM_at	CPEB3	22849
GSE120717	GPL13158	243656_PM_at	LOC642852	642852
GSE120717	GPL13158	243660_PM_at	CHD9	80205
GSE120717	GPL13158	243661_PM_at	ZNF273	10793
GSE120717	GPL13158	243664_PM_at	TXNL1	9352
GSE120717	GPL13158	243665_PM_s_at	LOC100287689	100287689
GSE120717	GPL13158	243666_PM_at	LOC100287689	100287689
GSE120717	GPL13158	243668_PM_at	MED28	80306
GSE120717	GPL13158	243669_PM_s_at	PRAP1	118471
GSE120717	GPL13158	243672_PM_at	SALL3	27164
GSE120717	GPL13158	243674_PM_at	LOC100240735 /// LOC401522	100240735 /// 401522
GSE120717	GPL13158	243677_PM_at	GORASP1	64689
GSE120717	GPL13158	243679_PM_at	JPH3	57338
GSE120717	GPL13158	243681_PM_at	SHANK2	22941
GSE120717	GPL13158	243683_PM_at	MORF4L2	9643
GSE120717	GPL13158	243688_PM_at	MGC45800	90768
GSE120717	GPL13158	243689_PM_s_at	FRG1B	284802
GSE120717	GPL13158	243690_PM_at	TRIOBP	11078
GSE120717	GPL13158	243692_PM_at	GATA4	2626
GSE120717	GPL13158	243696_PM_at	KIAA0562	9731
GSE120717	GPL13158	243697_PM_at	MOXD1	26002
GSE120717	GPL13158	243700_PM_x_at	FAM47A	158724
GSE120717	GPL13158	243704_PM_at	GPATCH2	55105
GSE120717	GPL13158	243705_PM_at	DDHD1	80821
GSE120717	GPL13158	243708_PM_at	TMEM132E	124842
GSE120717	GPL13158	243709_PM_at	SLC38A9	153129
GSE120717	GPL13158	243712_PM_at	XIST	7503
GSE120717	GPL13158	243716_PM_at	FLJ43663	378805
GSE120717	GPL13158	243717_PM_at	EPHA10	284656
GSE120717	GPL13158	243719_PM_at	LOC100294221 /// STK19	100294221 /// 8859
GSE120717	GPL13158	243720_PM_at	CMIP	80790
GSE120717	GPL13158	243722_PM_at	PYDC1	260434
GSE120717	GPL13158	243727_PM_at	CPNE8	144402
GSE120717	GPL13158	243737_PM_at	ATP1B4	23439
GSE120717	GPL13158	243738_PM_at	NMNAT3	349565
GSE120717	GPL13158	243744_PM_at	LOC348751	348751
GSE120717	GPL13158	243746_PM_at	IGHMBP2	3508
GSE120717	GPL13158	243747_PM_at	ZNF599	148103
GSE120717	GPL13158	243750_PM_x_at	C21orf70	85395
GSE120717	GPL13158	243752_PM_s_at	CYTH3	9265
GSE120717	GPL13158	243753_PM_at	C1orf173	127254
GSE120717	GPL13158	243755_PM_at	PRLR	5618
GSE120717	GPL13158	243758_PM_at	CCDC37	348807
GSE120717	GPL13158	243759_PM_at	SFRS15	57466
GSE120717	GPL13158	243760_PM_at	LOC650794	650794
GSE120717	GPL13158	243761_PM_at	CDK14	5218
GSE120717	GPL13158	243762_PM_at	LOC100287445	100287445
GSE120717	GPL13158	243764_PM_at	VSIG1	340547
GSE120717	GPL13158	243766_PM_s_at	TEAD2	8463
GSE120717	GPL13158	243770_PM_at	ZNF483	158399
GSE120717	GPL13158	243772_PM_at	SDCCAG8	10806
GSE120717	GPL13158	243773_PM_at	PDCD2	5134
GSE120717	GPL13158	243774_PM_at	MUC20	200958
GSE120717	GPL13158	243777_PM_at	RAB7L1	8934
GSE120717	GPL13158	243779_PM_at	GALNT13	114805
GSE120717	GPL13158	243784_PM_s_at	LOC100272217	100272217
GSE120717	GPL13158	243785_PM_at	LOC100272217	100272217
GSE120717	GPL13158	243786_PM_at	ZDHHC20	253832
GSE120717	GPL13158	243790_PM_at	ZNF585A	199704
GSE120717	GPL13158	243792_PM_x_at	PTPN13	5783
GSE120717	GPL13158	243793_PM_at	AHDC1	27245
GSE120717	GPL13158	243795_PM_s_at	LOC440900	440900
GSE120717	GPL13158	243796_PM_at	LOC100288410	100288410
GSE120717	GPL13158	243797_PM_at	STK17B	9262
GSE120717	GPL13158	243799_PM_x_at	ANGPTL3	27329
GSE120717	GPL13158	243800_PM_at	NR1H4	9971
GSE120717	GPL13158	243802_PM_at	DNAH12	201625
GSE120717	GPL13158	243803_PM_at	LOC643037	643037
GSE120717	GPL13158	243804_PM_at	MTMR7	9108
GSE120717	GPL13158	243805_PM_at	CCBE1	147372
GSE120717	GPL13158	243807_PM_at	NCOA7	135112
GSE120717	GPL13158	243809_PM_at	HELQ	113510
GSE120717	GPL13158	243812_PM_at	IFT27	11020
GSE120717	GPL13158	243814_PM_at	ZMYND8	23613
GSE120717	GPL13158	243815_PM_at	PGBD4	161779
GSE120717	GPL13158	243816_PM_at	ZNF70	7621
GSE120717	GPL13158	243820_PM_at	LOC401463	401463
GSE120717	GPL13158	243821_PM_at	MRPS31	10240
GSE120717	GPL13158	243825_PM_at	BCL6B	255877
GSE120717	GPL13158	243829_PM_at	BRAF	673
GSE120717	GPL13158	243832_PM_at	WDR33	55339
GSE120717	GPL13158	243833_PM_at	UNC5A	90249
GSE120717	GPL13158	243834_PM_at	TNRC6A	27327
GSE120717	GPL13158	243835_PM_at	ZDHHC21	340481
GSE120717	GPL13158	243836_PM_at	UNC80	285175
GSE120717	GPL13158	243840_PM_at	LOC100289612	100289612
GSE120717	GPL13158	243841_PM_at	SYNE2	23224
GSE120717	GPL13158	243843_PM_at	N4BP2L1	90634
GSE120717	GPL13158	243845_PM_at	HSPD1	3329
GSE120717	GPL13158	243849_PM_at	LOC100288409	100288409
GSE120717	GPL13158	243851_PM_at	RAB3GAP2	25782
GSE120717	GPL13158	243852_PM_at	LUC7L2	51631
GSE120717	GPL13158	243856_PM_at	LANCL3	347404
GSE120717	GPL13158	243857_PM_at	MORF4L2	9643
GSE120717	GPL13158	243863_PM_at	ZCWPW2	152098
GSE120717	GPL13158	243864_PM_at	CCDC80	151887
GSE120717	GPL13158	243868_PM_at	RFX3	5991
GSE120717	GPL13158	243874_PM_at	LPP	4026
GSE120717	GPL13158	243875_PM_at	CCDC158	339965
GSE120717	GPL13158	243880_PM_at	GOSR2	9570
GSE120717	GPL13158	243883_PM_at	MMP15	4324
GSE120717	GPL13158	243884_PM_at	C13orf26	122046
GSE120717	GPL13158	243893_PM_at	KCNC3	3748
GSE120717	GPL13158	243894_PM_at	SLC41A2	84102
GSE120717	GPL13158	243896_PM_at	C10orf79	80217
GSE120717	GPL13158	243899_PM_at	ARL17A	51326
GSE120717	GPL13158	243900_PM_at	WDR38	401551
GSE120717	GPL13158	243901_PM_at	ALDOB	229
GSE120717	GPL13158	243905_PM_at	LOC387895	387895
GSE120717	GPL13158	243909_PM_x_at	GUSBL2	375513
GSE120717	GPL13158	243912_PM_x_at	APOBEC3F	200316
GSE120717	GPL13158	243916_PM_x_at	UBLCP1	134510
GSE120717	GPL13158	243917_PM_at	CLIC5	53405
GSE120717	GPL13158	243924_PM_at	LOC100127980	100127980
GSE120717	GPL13158	243927_PM_x_at	KIAA1429	25962
GSE120717	GPL13158	243928_PM_s_at	ABCC4	10257
GSE120717	GPL13158	243935_PM_at	FRAS1	80144
GSE120717	GPL13158	243937_PM_x_at	AGAP10 /// AGAP4 /// AGAP9 /// BMS1P1 /// BMS1P5 /// LOC399753	119016 /// 399753 /// 399761 /// 642517 /// 728053 /// 728127
GSE120717	GPL13158	243938_PM_x_at	DNAH5	1767
GSE120717	GPL13158	243940_PM_at	TSHZ2	128553
GSE120717	GPL13158	243943_PM_x_at	C6orf52	347744
GSE120717	GPL13158	243945_PM_at	TRIM2	23321
GSE120717	GPL13158	243946_PM_at	SMOC2	64094
GSE120717	GPL13158	243951_PM_at	ABCB1	5243
GSE120717	GPL13158	243953_PM_at	FADS2	9415
GSE120717	GPL13158	243954_PM_at	LOC285286	285286
GSE120717	GPL13158	243956_PM_at	SUSD3	203328
GSE120717	GPL13158	243957_PM_at	LOC100128108 /// LOC400464	100128108 /// 400464
GSE120717	GPL13158	243963_PM_at	SDCCAG8	10806
GSE120717	GPL13158	243967_PM_at	AFF3	3899
GSE120717	GPL13158	243968_PM_x_at	FCRL1	115350
GSE120717	GPL13158	243969_PM_at	SLC24A4	123041
GSE120717	GPL13158	243970_PM_at	LOC100130642	100130642
GSE120717	GPL13158	243971_PM_x_at	LOC731789	731789
GSE120717	GPL13158	243977_PM_at	LOC541472	541472
GSE120717	GPL13158	243978_PM_at	FAM65C	140876
GSE120717	GPL13158	243980_PM_at	ZNF594	84622
GSE120717	GPL13158	243981_PM_at	STK4	6789
GSE120717	GPL13158	243982_PM_at	KLHL28	54813
GSE120717	GPL13158	243985_PM_at	GTF2A2	2958
GSE120717	GPL13158	243995_PM_at	PTAR1	375743
GSE120717	GPL13158	243998_PM_at	KRT222	125113
GSE120717	GPL13158	243999_PM_at	SLFN5	162394
GSE120717	GPL13158	243_PM_g_at	MAP4	4134
GSE120717	GPL13158	244001_PM_at	NAP1L4	4676
GSE120717	GPL13158	244006_PM_at	POU2F1	5451
GSE120717	GPL13158	244007_PM_at	ZNF462	58499
GSE120717	GPL13158	244008_PM_at	PARP8	79668
GSE120717	GPL13158	244011_PM_at	PPM1K	152926
GSE120717	GPL13158	244013_PM_at	CCDC23	374969
GSE120717	GPL13158	244023_PM_at	SYK	6850
GSE120717	GPL13158	244024_PM_at	ZNF182	7569
GSE120717	GPL13158	244029_PM_at	LOC100131043	100131043
GSE120717	GPL13158	244030_PM_at	STYX	6815
GSE120717	GPL13158	244033_PM_at	C14orf145	145508
GSE120717	GPL13158	244038_PM_at	WDR89	112840
GSE120717	GPL13158	244041_PM_at	STX6	10228
GSE120717	GPL13158	244043_PM_at	TFDP2	7029
GSE120717	GPL13158	244046_PM_at	URGCP	55665
GSE120717	GPL13158	244050_PM_at	PTPLAD2	401494
GSE120717	GPL13158	244052_PM_at	CBR4	84869
GSE120717	GPL13158	244056_PM_at	SFTA2	389376
GSE120717	GPL13158	244057_PM_s_at	C10orf72	196740
GSE120717	GPL13158	244058_PM_at	C10orf72	196740
GSE120717	GPL13158	244062_PM_at	DAAM1	23002
GSE120717	GPL13158	244063_PM_at	BTN2A1	11120
GSE120717	GPL13158	244065_PM_at	CNTNAP3B	728577
GSE120717	GPL13158	244070_PM_at	SYNE1	23345
GSE120717	GPL13158	244071_PM_at	FBLL1	345630
GSE120717	GPL13158	244074_PM_at	LOC100129104	100129104
GSE120717	GPL13158	244076_PM_at	KIAA2022	340533
GSE120717	GPL13158	244077_PM_at	C10orf113	387638
GSE120717	GPL13158	244079_PM_at	LOC100129335	100129335
GSE120717	GPL13158	244080_PM_at	LOC100287039	100287039
GSE120717	GPL13158	244084_PM_at	AIFM3	150209
GSE120717	GPL13158	244085_PM_at	ZNF653	115950
GSE120717	GPL13158	244089_PM_at	MYC	4609
GSE120717	GPL13158	244092_PM_at	ZRANB3	84083
GSE120717	GPL13158	244097_PM_at	CR2	1380
GSE120717	GPL13158	244103_PM_at	C1orf55	163859
GSE120717	GPL13158	244104_PM_at	MGAT3	4248
GSE120717	GPL13158	244105_PM_at	LOC642397 /// WHAMML1 /// WHAMML2	339005 /// 440253 /// 642397
GSE120717	GPL13158	244108_PM_at	SYNPO2	171024
GSE120717	GPL13158	244109_PM_at	WDR38	401551
GSE120717	GPL13158	244110_PM_at	MLL	4297
GSE120717	GPL13158	244111_PM_at	KRT222	125113
GSE120717	GPL13158	244113_PM_at	KCNJ9	3765
GSE120717	GPL13158	244115_PM_at	FAM126A	84668
GSE120717	GPL13158	244118_PM_at	GABRA1	2554
GSE120717	GPL13158	244119_PM_at	LOC283483	283483
GSE120717	GPL13158	244120_PM_at	LOC340178	340178
GSE120717	GPL13158	244121_PM_at	UBR3	130507
GSE120717	GPL13158	244122_PM_at	MGST3	4259
GSE120717	GPL13158	244124_PM_at	RAB37	326624
GSE120717	GPL13158	244126_PM_at	PEX11G	92960
GSE120717	GPL13158	244128_PM_x_at	GLIS1	148979
GSE120717	GPL13158	244131_PM_at	HNRNPA2B1	3181
GSE120717	GPL13158	244132_PM_x_at	ZNF518A	9849
GSE120717	GPL13158	244133_PM_at	USP49	25862
GSE120717	GPL13158	244134_PM_at	OXCT1	5019
GSE120717	GPL13158	244137_PM_at	KIAA0317	9870
GSE120717	GPL13158	244142_PM_at	DTNA	1837
GSE120717	GPL13158	244144_PM_at	SYNE1	23345
GSE120717	GPL13158	244146_PM_at	DTWD1	56986
GSE120717	GPL13158	244151_PM_at	LOC285733	285733
GSE120717	GPL13158	244153_PM_at	ZNF207	7756
GSE120717	GPL13158	244154_PM_at	DDHD1	80821
GSE120717	GPL13158	244155_PM_x_at	TOR2A	27433
GSE120717	GPL13158	244159_PM_at	LOC440934	440934
GSE120717	GPL13158	244163_PM_at	SEMA3A	10371
GSE120717	GPL13158	244164_PM_at	NCRNA00204B	286967
GSE120717	GPL13158	244165_PM_at	C10orf18	54906
GSE120717	GPL13158	244166_PM_at	APLN	8862
GSE120717	GPL13158	244168_PM_s_at	ULK4	54986
GSE120717	GPL13158	244171_PM_at	MKLN1	4289
GSE120717	GPL13158	244175_PM_at	LOC100129852	100129852
GSE120717	GPL13158	244176_PM_at	LOC401913	401913
GSE120717	GPL13158	244178_PM_at	COMMD7	149951
GSE120717	GPL13158	244179_PM_x_at	GGT2	728441
GSE120717	GPL13158	244180_PM_at	ZNF793	390927
GSE120717	GPL13158	244183_PM_x_at	PCDHB3	56132
GSE120717	GPL13158	244187_PM_at	APOOL	139322
GSE120717	GPL13158	244189_PM_at	LOC284900	284900
GSE120717	GPL13158	244190_PM_at	THAP5	168451
GSE120717	GPL13158	244192_PM_x_at	USP4	7375
GSE120717	GPL13158	244193_PM_at	DNAJC22	79962
GSE120717	GPL13158	244194_PM_at	ADAM22	53616
GSE120717	GPL13158	244198_PM_at	RANBP17	64901
GSE120717	GPL13158	244199_PM_at	TWF1	5756
GSE120717	GPL13158	244205_PM_at	ALAS2	212
GSE120717	GPL13158	244206_PM_at	ANUBL1	93550
GSE120717	GPL13158	244209_PM_at	FLJ41350	399806
GSE120717	GPL13158	244212_PM_at	LOC100287005	100287005
GSE120717	GPL13158	244214_PM_at	PELI3	246330
GSE120717	GPL13158	244224_PM_x_at	LYNX1	66004
GSE120717	GPL13158	244225_PM_x_at	LMNA	4000
GSE120717	GPL13158	244227_PM_at	SYT6	148281
GSE120717	GPL13158	244231_PM_at	BPI /// LOC149684	149684 /// 671
GSE120717	GPL13158	244233_PM_at	C18orf10	25941
GSE120717	GPL13158	244234_PM_at	ESYT1	23344
GSE120717	GPL13158	244235_PM_at	IVNS1ABP	10625
GSE120717	GPL13158	244237_PM_at	FLJ90680	400926
GSE120717	GPL13158	244244_PM_at	CD300LG	146894
GSE120717	GPL13158	244245_PM_at	ANKRD9	122416
GSE120717	GPL13158	244246_PM_at	MIPOL1	145282
GSE120717	GPL13158	244248_PM_at	TTC27	55622
GSE120717	GPL13158	244250_PM_at	ANXA6	309
GSE120717	GPL13158	244251_PM_at	LCP2	3937
GSE120717	GPL13158	244252_PM_at	LOC399884	399884
GSE120717	GPL13158	244255_PM_at	LOC286114	286114
GSE120717	GPL13158	244256_PM_at	CACNA1E	777
GSE120717	GPL13158	244261_PM_at	IL28RA	163702
GSE120717	GPL13158	244264_PM_at	KLRG2	346689
GSE120717	GPL13158	244266_PM_at	AKR1C1	1645
GSE120717	GPL13158	244268_PM_x_at	LOC646214	646214
GSE120717	GPL13158	244272_PM_s_at	TC2N	123036
GSE120717	GPL13158	244273_PM_at	LOC100289436	100289436
GSE120717	GPL13158	244276_PM_at	KLB	152831
GSE120717	GPL13158	244279_PM_at	SOBP	55084
GSE120717	GPL13158	244281_PM_at	REXO1	57455
GSE120717	GPL13158	244287_PM_at	SFRS12	140890
GSE120717	GPL13158	244288_PM_s_at	SIX3	6496
GSE120717	GPL13158	244289_PM_at	LOC134466	134466
GSE120717	GPL13158	244293_PM_at	UQCRB	7381
GSE120717	GPL13158	244294_PM_at	GTF2H5	404672
GSE120717	GPL13158	244297_PM_at	ANKRD18A /// LOC100288689 /// LOC100289137 /// LOC100290097	100288689 /// 100289137 /// 100290097 /// 253650
GSE120717	GPL13158	244304_PM_at	DIS3L2	129563
GSE120717	GPL13158	244305_PM_at	GGN	199720
GSE120717	GPL13158	244313_PM_at	CR1	1378
GSE120717	GPL13158	244315_PM_at	PLSCR1	5359
GSE120717	GPL13158	244316_PM_at	C17orf98	388381
GSE120717	GPL13158	244317_PM_at	KIAA1324L	222223
GSE120717	GPL13158	244320_PM_at	NHLRC2	374354
GSE120717	GPL13158	244321_PM_at	PGAP1	80055
GSE120717	GPL13158	244322_PM_at	LOC646329	646329
GSE120717	GPL13158	244323_PM_at	BHLHE22	27319
GSE120717	GPL13158	244324_PM_at	C18orf54	162681
GSE120717	GPL13158	244334_PM_at	TRAM1L1	133022
GSE120717	GPL13158	244338_PM_at	LDLRAD3	143458
GSE120717	GPL13158	244342_PM_at	PATL1	219988
GSE120717	GPL13158	244344_PM_at	WNK4	65266
GSE120717	GPL13158	244345_PM_at	CADM1	23705
GSE120717	GPL13158	244350_PM_at	MYO10	4651
GSE120717	GPL13158	244351_PM_at	RBM46	166863
GSE120717	GPL13158	244352_PM_at	CD84	8832
GSE120717	GPL13158	244353_PM_s_at	SLC2A12	154091
GSE120717	GPL13158	244354_PM_at	LOC100288939	100288939
GSE120717	GPL13158	244360_PM_at	FBXL17	64839
GSE120717	GPL13158	244363_PM_at	ROS1	6098
GSE120717	GPL13158	244364_PM_at	MYO3A	53904
GSE120717	GPL13158	244369_PM_at	C21orf59	56683
GSE120717	GPL13158	244370_PM_at	KIAA2022	340533
GSE120717	GPL13158	244374_PM_at	PLAC2	257000
GSE120717	GPL13158	244377_PM_at	SLC1A4	6509
GSE120717	GPL13158	244378_PM_at	C12orf51	283450
GSE120717	GPL13158	244379_PM_at	C1orf224	343531
GSE120717	GPL13158	244385_PM_at	KDM4C	23081
GSE120717	GPL13158	244389_PM_at	TLK1	9874
GSE120717	GPL13158	244391_PM_at	TSEN2	80746
GSE120717	GPL13158	244395_PM_at	FLJ41455	441441
GSE120717	GPL13158	244396_PM_at	G3BP1	10146
GSE120717	GPL13158	244398_PM_x_at	ZNF684	127396
GSE120717	GPL13158	244400_PM_at	VPS33A	65082
GSE120717	GPL13158	244401_PM_at	LCA5	167691
GSE120717	GPL13158	244403_PM_at	CRB1	23418
GSE120717	GPL13158	244404_PM_at	STXBP4	252983
GSE120717	GPL13158	244406_PM_at	ZNF625	90589
GSE120717	GPL13158	244407_PM_at	CYP39A1	51302
GSE120717	GPL13158	244409_PM_at	CCDC154	645811
GSE120717	GPL13158	244410_PM_at	PKHD1	5314
GSE120717	GPL13158	244413_PM_at	CLECL1	160365
GSE120717	GPL13158	244416_PM_at	TTC17	55761
